,,법정동,비행불가능여부
678,경기도양주시만송동,4163010700,0
679,경기도양주시백석읍,4163025022,0
680,경기도양주시봉양동,4163011100,0
681,경기도양주시산북동,4163010500,0
682,경기도양주시삼숭동,4163010800,0
683,경기도양주시어둔동,4163010200,0
684,경기도양주시옥정동,4163011400,0
685,경기도양주시유양동,4163010100,0
686,경기도양주시율정동,4163011300,0
687,경기도양주시은현면,4163031022,0
688,경기도양주시장흥면,4163034025,0
689,경기도양주시회암동,4163011200,0
690,경기도양주시회정동,4163011700,0
691,경기도양평군강상면,4183031023,0
692,경기도양평군강하면,4183032021,0
693,경기도양평군개군면,4183041021,0
694,경기도양평군단월면,4183036021,0
695,경기도양평군서종면,4183035021,0
696,경기도양평군양동면,4183038022,0
697,경기도양평군양서면,4183033022,0
698,경기도양평군양평읍,4183025021,0
699,경기도양평군옥천면,4183034021,0
700,경기도양평군용문면,4183040024,0
701,경기도양평군지평면,4183039521,0
702,경기도양평군청운면,4183037021,0
703,경기도여주시가남읍,4167025021,0
704,경기도여주시가업동,4167011000,0
705,경기도여주시강천면,4167037021,0
706,경기도여주시교동,4167010800,0
707,경기도여주시금사면,4167033021,0
708,경기도여주시능서면,4167034021,0
709,경기도여주시능현동,4167011600,0
710,경기도여주시단현동,4167010500,0
711,경기도여주시대신면,4167035037,0
712,경기도여주시매룡동,4167011900,0
713,경기도여주시멱곡동,4167011700,0
714,경기도여주시북내면,4167036021,0
715,경기도여주시산북면,4167038021,0
716,경기도여주시삼교동,4167011400,0
717,경기도여주시상거동,4167011200,0
718,경기도여주시상동,4167010100,0
719,경기도여주시신진동,4167010600,0
720,경기도여주시연라동,4167011100,0
721,경기도여주시연양동,4167011800,0
722,경기도여주시오금동,4167012300,0
723,경기도여주시오학동,4167012100,0
724,경기도여주시우만동,4167010400,0
725,경기도여주시월송동,4167010900,0
726,경기도여주시점동면,4167031021,0
727,경기도여주시점봉동,4167011500,0
728,경기도여주시창동,4167010300,0
729,경기도여주시천송동,4167012000,0
730,경기도여주시하거동,4167011300,0
731,경기도여주시하동,4167010700,0
732,경기도여주시현암동,4167012200,0
733,경기도여주시홍문동,4167010200,0
734,경기도여주시흥천면,4167032032,0
735,경기도연천군군남면,4180031023,0
736,경기도연천군미산면,4180034024,0
737,경기도연천군백학면,4180033021,0
738,경기도연천군신서면,4180036022,0
739,경기도연천군연천읍,4180025021,0
740,경기도연천군왕징면,4180035021,0
741,경기도연천군장남면,4180038021,0
742,경기도연천군전곡읍,4180025322,0
743,경기도연천군중면,4180037021,0
744,경기도연천군청산면,4180032021,0
745,경기도오산시가수동,4137012100,0
746,경기도오산시가장동,4137010600,0
747,경기도오산시갈곶동,4137012400,0
748,경기도오산시고현동,4137012200,0
749,경기도오산시궐동,4137010400,0
750,경기도오산시금암동,4137010700,0
751,경기도오산시내삼미동,4137011000,0
752,경기도오산시누읍동,4137012000,0
753,경기도오산시두곡동,4137011800,0
754,경기도오산시벌음동,4137011700,0
755,경기도오산시부산동,4137010200,0
756,경기도오산시서동,4137011600,0
757,경기도오산시서랑동,4137011500,0
758,경기도오산시세교동,4137011300,0
759,경기도오산시수청동,4137010800,0
760,경기도오산시양산동,4137011200,0
761,경기도오산시오산동,4137010100,0
762,경기도오산시외삼미동,4137011100,0
763,경기도오산시원동,4137010300,0
764,경기도오산시은계동,4137010900,0
765,경기도오산시지곶동,4137011400,0
766,경기도오산시청학동,4137010500,0
767,경기도오산시청호동,4137012300,0
768,경기도오산시탑동,4137011900,0
769,경기도용인시기흥구고매동,4146110900,0
770,경기도용인시기흥구공세동,4146110900,0
771,경기도용인시기흥구구갈동,4146110900,0
772,경기도용인시기흥구농서동,4146110900,0
773,경기도용인시기흥구동백동,4146110900,0
774,경기도용인시기흥구마북동,4146110900,0
775,경기도용인시기흥구보라동,4146110900,0
776,경기도용인시기흥구보정동,4146110900,0
777,경기도용인시기흥구상갈동,4146110900,0
778,경기도용인시기흥구상하동,4146110900,0
779,경기도용인시기흥구서천동,4146110900,0
780,경기도용인시기흥구신갈동,4146110900,0
781,경기도용인시기흥구언남동,4146110900,0
782,경기도용인시기흥구영덕동,4146110900,0
783,경기도용인시기흥구중동,4146110900,0
784,경기도용인시기흥구지곡동,4146110900,0
785,경기도용인시기흥구청덕동,4146110900,0
786,경기도용인시기흥구하갈동,4146110900,0
787,경기도용인시수지구고기동,4146110900,0
788,경기도용인시수지구동천동,4146110900,0
789,경기도용인시수지구상현동,4146110900,0
790,경기도용인시수지구성복동,4146110900,0
791,경기도용인시수지구신봉동,4146110900,0
792,경기도용인시수지구죽전동,4146110900,0
793,경기도용인시수지구풍덕천동,4146110900,0
794,경기도용인시처인구고림동,4146110900,0
795,경기도용인시처인구김량장동,4146110900,0
796,경기도용인시처인구남동,4146110900,0
797,경기도용인시처인구남사읍,4146110900,0
798,경기도용인시처인구마평동,4146110900,0
799,경기도용인시처인구모현읍,4146110900,0
800,경기도용인시처인구백암면,4146110900,0
801,경기도용인시처인구삼가동,4146110900,0
802,경기도용인시처인구양지면,4146110900,0
803,경기도용인시처인구역북동,4146110900,0
804,경기도용인시처인구운학동,4146110900,0
805,경기도용인시처인구원삼면,4146110900,0
806,경기도용인시처인구유방동,4146110900,0
807,경기도용인시처인구이동읍,4146110900,0
808,경기도용인시처인구포곡읍,4146110900,0
809,경기도용인시처인구해곡동,4146110900,0
810,경기도용인시처인구호동,4146110900,0
811,경기도의왕시고천동,4143010100,0
812,경기도의왕시내손동,4143010700,0
813,경기도의왕시삼동,4143010300,0
814,경기도의왕시오전동,4143010500,0
815,경기도의왕시왕곡동,4143010400,0
816,경기도의왕시월암동,4143011000,0
817,경기도의왕시이동,4143010200,0
818,경기도의왕시청계동,4143010800,0
819,경기도의왕시초평동,4143011100,0
820,경기도의왕시포일동,4143010900,0
821,경기도의왕시학의동,4143010600,0
822,경기도의정부시가능동,4115011000,0
823,경기도의정부시고산동,4115011200,0
824,경기도의정부시금오동,4115010900,0
825,경기도의정부시낙양동,4115010700,0
826,경기도의정부시녹양동,4115011100,0
827,경기도의정부시민락동,4115010600,0
828,경기도의정부시산곡동,4115011300,0
829,경기도의정부시신곡동,4115010400,0
830,경기도의정부시용현동,4115010500,0
831,경기도의정부시의정부동,4115010100,0
832,경기도의정부시자일동,4115010800,0
833,경기도의정부시장암동,4115010300,0
834,경기도의정부시호원동,4115010200,0
835,경기도이천시갈산동,4150010800,0
836,경기도이천시고담동,4150011400,0
837,경기도이천시관고동,4150010200,0
838,경기도이천시단월동,4150011200,0
839,경기도이천시대월면,4150035025,0
840,경기도이천시대포동,4150011300,0
841,경기도이천시마장면,4150034021,0
842,경기도이천시모가면,4150036021,0
843,경기도이천시백사면,4150032021,0
844,경기도이천시부발읍,4150025321,0
845,경기도이천시사음동,4150011100,0
846,경기도이천시설성면,4150037021,0
847,경기도이천시송정동,4150011000,0
848,경기도이천시신둔면,4150031021,0
849,경기도이천시안흥동,4150010700,0
850,경기도이천시율면,4150038021,0
851,경기도이천시율현동,4150010500,0
852,경기도이천시장록동,4150011500,0
853,경기도이천시장호원읍,4150025023,0
854,경기도이천시중리동,4150010300,0
855,경기도이천시증일동,4150010400,0
856,경기도이천시증포동,4150010900,0
857,경기도이천시진리동,4150010600,0
858,경기도이천시창전동,4150010100,0
859,경기도이천시호법면,4150033023,0
860,경기도파주시검산동,4148010500,0
861,경기도파주시광탄면,4148035027,0
862,경기도파주시교하동,4148010700,0
863,경기도파주시군내면,4148038021,0
864,경기도파주시금릉동,4148012300,0
865,경기도파주시금촌동,4148010100,0
866,경기도파주시다율동,4148010100,0
867,경기도파주시당하동,4148010100,0
868,경기도파주시동패동,4148010100,0
869,경기도파주시맥금동,4148010100,0
870,경기도파주시목동동,4148010100,0
871,경기도파주시문발동,4148010100,0
872,경기도파주시문산읍,4148010100,0
873,경기도파주시법원읍,4148010100,0
874,경기도파주시산남동,4148010100,0
875,경기도파주시상지석동,4148010100,0
876,경기도파주시서패동,4148010100,0
877,경기도파주시송촌동,4148010100,0
878,경기도파주시신촌동,4148010100,0
879,경기도파주시아동동,4148010200,0
880,경기도파주시야당동,4148010800,0
881,경기도파주시야동동,4148010400,0
882,경기도파주시연다산동,4148012100,0
883,경기도파주시오도동,4148011000,0
884,경기도파주시와동동,4148012200,0
885,경기도파주시월롱면,4148031021,0
886,경기도파주시장단면,4148039025,0
887,경기도파주시적성면,4148037035,0
888,경기도파주시조리읍,4148026221,0
889,경기도파주시진동면,4148040021,0
890,경기도파주시진서면,4148041023,0
891,경기도파주시탄현면,4148032027,0
892,경기도파주시파주읍,4148025326,0
893,경기도파주시파평면,4148036026,0
894,경기도파주시하지석동,4148011800,0
895,경기도평택시가재동,4122010700,0
896,경기도평택시고덕면,4122033031,0
897,경기도평택시군문동,4122011500,0
898,경기도평택시도일동,4122010600,0
899,경기도평택시독곡동,4122011100,0
900,경기도평택시동삭동,4122011900,0
901,경기도평택시모곡동,4122010300,0
902,경기도평택시비전동,4122011800,0
903,경기도평택시서정동,4122010100,0
904,경기도평택시서탄면,4122032021,0
905,경기도평택시세교동,4122012000,0
906,경기도평택시소사동,4122012300,0
907,경기도평택시신대동,4122012200,0
908,경기도평택시신장동,4122011200,0
909,경기도평택시안중읍,4122025321,0
910,경기도평택시오성면,4122034021,0
911,경기도평택시용이동,4122012400,0
912,경기도평택시월곡동,4122012500,0
913,경기도평택시유천동,4122011600,0
914,경기도평택시이충동,4122010900,0
915,경기도평택시장당동,4122010200,0
916,경기도평택시장안동,4122010800,0
917,경기도평택시죽백동,4122012700,0
918,경기도평택시지산동,4122011000,0
919,경기도평택시지제동,4122012100,0
920,경기도평택시진위면,4122031021,0
921,경기도평택시청룡동,4122012600,0
922,경기도평택시청북읍,4122025921,0
923,경기도평택시칠괴동,4122010400,0
924,경기도평택시칠원동,4122010500,0
925,경기도평택시통복동,4122011400,0
926,경기도평택시팽성읍,4122025021,0
927,경기도평택시평택동,4122011300,0
928,경기도평택시포승읍,4122025627,0
929,경기도평택시합정동,4122011700,0
930,경기도평택시현덕면,4122037025,0
931,경기도포천시가산면,4165033021,0
932,경기도포천시관인면,4165040024,0
933,경기도포천시군내면,4165031021,0
934,경기도포천시내촌면,4165032024,0
935,경기도포천시동교동,4165010600,0
936,경기도포천시선단동,4165010400,0
937,경기도포천시설운동,4165010500,0
938,경기도포천시소흘읍,4165025021,0
939,경기도포천시신북면,4165034022,0
940,경기도포천시신읍동,4165010100,0
941,경기도포천시어룡동,4165010200,0
942,경기도포천시영북면,4165039021,0
943,경기도포천시영중면,4165036021,0
944,경기도포천시이동면,4165038021,0
945,경기도포천시일동면,4165037023,0
946,경기도포천시자작동,4165010300,0
947,경기도포천시창수면,4165035022,0
948,경기도포천시화현면,4165041021,0
949,경기도하남시감북동,4145011300,0
950,경기도하남시감이동,4145011500,0
